name,manufacturer,location,short_description,class,sys_updated_on,asset,tag,assigned,assigned_to,attested,can_print,category,assignment_group,company,cost,cost_center,cost_cc,sys_created_on,sys_created_by,dns_domain,department,discovery_source,sys_domain,sys_domain_path,fault_count,first_discovered,install_status,install_date,invoice_number,model_id,model_number,monitor,last_discovered,operational_status,po_number,product_instance_id,purchase_date,unverified,serial_number,skip_sync,subcategory,sys_class_path,sys_updated_by,sys_mod_count,vendor,warranty_expiration
Forms,SAP America,,,Software,2024-05-16 12:43:25,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:23,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,12,,
Forms and Charts,Visio,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:56:06,dpenn,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Forms and Charts Help,Visio,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:56:04,dpenn,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Forms and Charts Samples,Visio,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:56:04,dpenn,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
FoxPro,Microsoft,,,Software,2024-05-16 12:43:25,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:23,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,11,,
Free Disks Monitoring Software,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:25:01,olga,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Freedom Scientific Authorization Manager,Freedom Scientific,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:35,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
FrontPage,Microsoft,,,Software,2024-05-16 12:43:25,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:23,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,82,,
FRx 6.0 Service Pack,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:52:45,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,8,,
FRx 6.7 (C:\Program Files\FRx Software\FRx 6.7),,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:53:27,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,11,,
FRx 6.7 Service Pack Setup,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:52:45,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,9,,
FRx Financial Reporting,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:53:12,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,8,,
FS03BE,Dell Inc.,"3741 Ross Clark Circle, Dothan,AL",,Computer,2024-05-16 12:40:59,P1000057 - Dell Inc. OptiPlex GX280,P1000057,2023-02-01 23:00:00,Guest,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,200",Sales,USD,2005-05-23 18:14:21,guest,,Sales,Other Automated,global,/,0,,Installed,2022-10-05 0:00:00,,Dell Inc. OptiPlex GX280,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!2/!(,system,20,Dell Inc.,
GAIN,,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:30:05,DWilson,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Galactic Conquest - V0.1a,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:15:38,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Galactic Conquest 0.1d,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:15:38,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
GATEWAY,Lenovo,"650 Dennery Road #102, San Diego,CA",,Computer,2024-05-16 12:41:01,P1000100 - Lenovo ThinkStation D20,P1000100,2023-04-26 1:00:00,Jerrod Bennett,FALSE,FALSE,Do not migrate to asset,,ACME North America,"9,344",Engineering,USD,2005-05-23 18:14:21,guest,,Development,Other Automated,global,/,0,,Installed,2022-12-02 23:00:00,,Lenovo ThinkStation D20,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!2/!(,system,19,Lenovo,
Gem Shop,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:54:57,dpenn,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
GemMaster Mystic,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:34:43,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
GFI LANguard Network Security Scanner,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:15:51,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
GhostFill 4,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:18:30,mburke,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
GiPo@MoveOnBoot,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:23:17,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Glassbook Reader,Adobe Systems,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:15:01,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
GLIDESOFT-HP,Dell Inc.,"13308 Midland Road, Poway,CA",,Computer,2024-05-16 12:41:13,P1000042 - Dell Inc. Precision T5500 Workstation,P1000042,2023-09-17 0:00:00,Don Goodliffe,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,329",Engineering,USD,2006-02-07 14:34:43,don.goodliffe,,Development,,global,/,,,,2023-04-05 0:00:00,,Dell Inc. Precision T5500 Workstation,,FALSE,,,,,,FALSE,CNF4470DC4,FALSE,,/!!/!2/!(,system,16,Dell Inc.,
GoodLink(TM) Client,,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:13:48,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
GoodLink(TM) Management Console,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:18:18,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
GoodLink(TM) Management Server,,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:13:48,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
GoodLink(TM) Server,,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:13:48,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Google Desktop,Google,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:26:43,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
Google Earth,Google,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:30:31,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Google Earth,Google,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:34:58,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Google Earth,Google,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:09:54,jlenkowec,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
Google Earth,Google,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:29:53,DWilson,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Google Earth Pro,Google,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:56:42,tvreeland,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Google Talk,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:27,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
Google Toolbar for Internet Explorer,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:27,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,21,,
GoToMyPC,,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:12:51,arhd,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Graphics Filters,Visio,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:56:05,dpenn,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Graphics Server,Bits Per Second,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:53,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
Great Plains Dynamics,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:52:18,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,10,,
Greedy Words,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:54:57,dpenn,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
GSpot Codec Information Appliance,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:23:03,olga,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
GuruNet,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:20:41,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
GX260-030320,Cyberpower,"945 South Birch Street, Glendale,CO",,Computer,2024-05-16 12:41:06,P1000110 - Cyberpower Gamer Ultra 2106,P1000110,2023-02-20 23:00:00,Natasha Ingram,FALSE,FALSE,Do not migrate to asset,,ACME North America,919.99,Sales,USD,2006-02-07 15:08:18,ningram,,Sales,,global,/,,,,2022-10-05 0:00:00,,Cyberpower Gamer Ultra 2106,,FALSE,,,,,,FALSE,GMMP721,FALSE,,/!!/!2/!(,system,17,Cyberpower,
H&R Block Tax Offer,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:19:49,mburke,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Handmark Solitaire for Palm OS,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:15:51,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HDAUDIO SoftV92 Data Fax Modem with SmartCP,,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:07:08,dkim,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HEAT,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:31:40,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Help and Support Customization,Dell Inc.,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:55:50,CHARLIEN,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,23,,
Help for Visio 2000 (HTML Help),Visio,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:56:04,dpenn,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Help-to-Source,eHelp,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:35,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HelpSTAR 8.2 Test Drive,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:28:53,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
HelpSTAR Test Drive,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:30:17,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Hexic Deluxe,,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:56:54,dpenn,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
High Definition Audio Driver Package - KB835221,Microsoft,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:07:09,dkim,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
High-Speed Internet Options,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:51:37,abenesch,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
"HighMAT Extension to Microsoft Windows XP CD Writing Wizard
		",Microsoft,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:56:17,CHARLIEN,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,12,,
HLPIndex,Kodak,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:54:29,CHARLIEN,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HLPIndex,Kodak,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:08:22,ningram,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HLPRFO,Kodak,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:08:23,ningram,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HLPSFO,Kodak,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:55:50,CHARLIEN,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Hotfix for Exchange 2000 (KB824282),Microsoft,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:12:49,arhd,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
Hotfix for Exchange 2000 (KB824960),Microsoft,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:24:11,besadmin,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
Hotfix for Windows Media Format SDK (KB902344),Microsoft,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-04-17 13:55:23,employee,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,7,,
Hotfix for Windows XP (KB896344),Microsoft,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:55:38,dpenn,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,13,,
Hotfix for Windows XP (KB909394),Microsoft,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-04-17 13:55:24,employee,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,7,,
Hotfix for Windows XP (KB912475),Microsoft,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-04-17 13:55:24,employee,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,7,,
HotKey Utility,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:52:33,abenesch,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HotSync Manager,Palm,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:24,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,7,,
hp color LaserJet 4600 Uninstaller,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:20:56,Wwebb,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HP Deskjet Preloaded Printer Drivers,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:36:21,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
HP Diagnostic Assistant,Hewlett-Packard,,,Software,2024-05-16 12:43:31,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:05:31,dianek,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
HP Extended Capabilities,Dell Inc.,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:57:21,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
HP Image Zone,Dell Inc.,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:57:21,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
HP Image Zone,Dell Inc.,,,Software,2024-05-16 12:43:31,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:05:28,dianek,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
hp instant support,Motive Communications,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:52:45,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
hp instant support,Motive Communications,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:54:57,dpenn,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
HP iPAQ Navigation System,,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:11:20,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HP LaserJet 4050 Printing System,,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:08:18,ningram,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HP LaserJet 5000 Printing System,,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:58:46,ashafer,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HP LaserJet 8000 Printing System,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:53:46,CHARLIEN,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
hp LaserJet-all-in-one,Dell Inc.,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:58:25,BEVERLYS,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
hp officejet d series,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:52:45,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
hp officejet d series - 1,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:24:35,Becky,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
hp officejet d series corporate driver,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:24:35,Becky,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HP Photo & Imaging,Dell Inc.,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:34:43,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
HP Photo and Imaging 2.0 - Photosmart Cameras,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:35:11,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
HP Photo Printing Software,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:52:45,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
hp photosmart 1315 series,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:27:41,MARYC,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
hp photosmart printer series,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:27:41,MARYC,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HP Product Assistant,Hewlett-Packard,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:57:23,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HP PSC & OfficeJet,Dell Inc.,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:36:09,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
HP PSC & OfficeJet,Dell Inc.,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:57:24,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
HP PSC & OfficeJet,Dell Inc.,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:05:33,dianek,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
HP Share-to-Web,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:53:12,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HP Software Update,Hewlett-Packard,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:35:54,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HP Software Update,,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:58:13,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
HP Software Update,,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:00:11,BEVERLYS,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
HP Software Update,Hewlett-Packard,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:24:51,Becky,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
hpmdtab,Hewlett-Packard,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:35:54,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HPODiscovery,Hewlett-Packard,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:05:34,dianek,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HpSdpAppCoreApp,Hewlett-Packard,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:36:09,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HPSystemDiagnostics,,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:58:13,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
